id2,geography,year,state,percent_renter,percent_asian,percent_black,percent_hispanic,percent_multifamily_housing,eviction_rate,poverty_rate,median_income,avg_cost_electricity,avg_cost_gas,avg_cost_water,asthma_rate
13121010107,"Census Tract 101.07, Fulton County, Georgia",2013,GA,0.058,0.03,0.01,0.024,0.022284123,0,1.8,150313,2486.79,1555.67,1054.26,n/a
13121010108,"Census Tract 101.08, Fulton County, Georgia",2013,GA,0.151,0.075,0.049,0.03,0.161595673,0.74,1.97,166094,1669.33,1113.9,508.14,n/a
13121010110,"Census Tract 101.10, Fulton County, Georgia",2013,GA,0.493,0.112,0.164,0.072,0.608260325,1.04,5.56,73655,1413.1,1280.48,534.82,n/a
13121010113,"Census Tract 101.13, Fulton County, Georgia",2013,GA,0.805,0.022,0.118,0.421,0.827221672,0.97,18.68,49284,1392,636,63,n/a
13121010114,"Census Tract 101.14, Fulton County, Georgia",2013,GA,0.568,0.018,0.065,0.3,0.543226234,0.73,7.58,54105,758.48,544,592.99,n/a
13121010115,"Census Tract 101.15, Fulton County, Georgia",2013,GA,0.326,0.085,0.078,0.052,0.268339768,0.48,0,106167,2650.85,1016.55,563.16,n/a
13121010117,"Census Tract 101.17, Fulton County, Georgia",2013,GA,0.875,0.093,0.269,0.157,0.901648352,0.51,2.53,43949,735,712.74,234.8,n/a
13121010118,"Census Tract 101.18, Fulton County, Georgia",2013,GA,0.811,0.046,0.536,0.152,0.79798404,1.77,34.75,27064,1364.98,720.26,369.3,n/a
13121010119,"Census Tract 101.19, Fulton County, Georgia",2013,GA,0.857,0.036,0.573,0.116,0.741864556,1.31,33,35736,504,252,168,n/a
13121010120,"Census Tract 101.20, Fulton County, Georgia",2013,GA,0.592,0.01,0.442,0.044,0.656045752,2.2,2.2,54495,758.48,544,592.99,n/a
13121010121,"Census Tract 101.21, Fulton County, Georgia",2013,GA,0.289,0.084,0.081,0.021,0.571320755,0,1.21,67443,1890,773.25,924.08,n/a
13121010122,"Census Tract 101.22, Fulton County, Georgia",2013,GA,0.768,0.278,0.129,0.124,0.704967895,0.49,3.12,69943,1202,1555.25,253.77,n/a
13121010123,"Census Tract 101.23, Fulton County, Georgia",2013,GA,0.534,0.018,0.337,0.173,0.718127028,1.3,13.17,50264,384,384,42,n/a
13121010204,"Census Tract 102.04, Fulton County, Georgia",2013,GA,0.024,0.018,0.038,0.03,0,1.45,3.03,143158,1195.44,631.8,795.81,n/a
13121010205,"Census Tract 102.05, Fulton County, Georgia",2013,GA,0.195,0.021,0.053,0.011,0.208384208,0,2.57,90903,741.49,2336.65,427.44,n/a
13121010206,"Census Tract 102.06, Fulton County, Georgia",2013,GA,0.078,0.018,0.032,0.028,0.13153457,0.85,0.99,160223,2486.79,1555.67,1054.26,n/a
13121010208,"Census Tract 102.08, Fulton County, Georgia",2013,GA,0.713,0.039,0.294,0.034,0.736437613,0.68,10.09,45629,1347.56,832,483.41,n/a
13121010209,"Census Tract 102.09, Fulton County, Georgia",2013,GA,0.771,0.011,0.464,0.114,0.833333333,1.59,6.37,51508,384,384,42,n/a
13121010210,"Census Tract 102.10, Fulton County, Georgia",2013,GA,0.391,0.044,0.246,0.074,0.474153961,2,3.38,59950,1097.54,1771.38,430.46,n/a
13121010211,"Census Tract 102.11, Fulton County, Georgia",2013,GA,0.325,0.021,0.077,0.194,0.274537696,1.18,3.26,125417,1087.95,907.52,749.64,n/a
13121010212,"Census Tract 102.12, Fulton County, Georgia",2013,GA,0.636,0.072,0.154,0.363,0.657117278,0.18,17.45,51790,384,384,42,n/a
13121010301,"Census Tract 103.01, Fulton County, Georgia",2013,GA,0.26,0.001,0.906,0.013,0.162250041,2.67,9.87,60972,1798.68,928.68,717.23,n/a
13121010303,"Census Tract 103.03, Fulton County, Georgia",2013,GA,0.37,0,0.975,0.012,0.318661519,3.18,7.2,71333,2485.09,628.68,384.1,n/a
13121010304,"Census Tract 103.04, Fulton County, Georgia",2013,GA,0.103,0.003,0.914,0.036,0.003561535,4.44,2.46,83798,1575.96,1357.36,627.06,n/a
13121010400,"Census Tract 104, Fulton County, Georgia",2013,GA,0.253,0,0.393,0.11,0.144469526,1.09,15.11,51907,-9999,-9999,-9999,n/a
13121010507,"Census Tract 105.07, Fulton County, Georgia",2013,GA,0.532,0.017,0.951,0.006,0.455072464,5.09,27.86,28052,-9999,-9999,-9999,n/a
13121010508,"Census Tract 105.08, Fulton County, Georgia",2013,GA,0.172,0,0.908,0.065,0.095612312,4.7,27,49340,1541.62,1189.12,474.39,n/a
13121010510,"Census Tract 105.10, Fulton County, Georgia",2013,GA,0.433,0.015,0.834,0.068,0.294952681,2.12,17.78,42651,2275.23,877.15,740.84,n/a
13121010511,"Census Tract 105.11, Fulton County, Georgia",2013,GA,0.23,0,0.919,0.011,0.218261413,3.59,12.88,47100,888,1008,158,n/a
13121010512,"Census Tract 105.12, Fulton County, Georgia",2013,GA,0.706,0,0.908,0.01,0.689038031,2.96,30.88,28529,-9999,-9999,-9999,n/a
13121010513,"Census Tract 105.13, Fulton County, Georgia",2013,GA,0.317,0.008,0.777,0.112,0.195876289,3.82,19.03,46486,888,1008,158,n/a
13121010514,"Census Tract 105.14, Fulton County, Georgia",2013,GA,0.306,0.022,0.778,0.056,0.156305903,1.8,7.55,59005,963.75,636,302.9,n/a
13121010515,"Census Tract 105.15, Fulton County, Georgia",2013,GA,0.318,0,0.839,0.032,0.207036536,2.69,11.73,45392,1764,636,758,n/a
13121010516,"Census Tract 105.16, Fulton County, Georgia",2013,GA,0.223,0,0.951,0.025,0.051571559,6.26,23.04,50179,-9999,-9999,-9999,n/a
13121010601,"Census Tract 106.01, Fulton County, Georgia",2013,GA,0.572,0.021,0.631,0.108,0.477777778,2.54,34.88,33139,1479.05,1137.36,298.46,n/a
13121010603,"Census Tract 106.03, Fulton County, Georgia",2013,GA,0.824,0.004,0.958,0.016,0.802332719,4.12,37.9,24873,1704.26,1045.68,1286.24,n/a
13121010604,"Census Tract 106.04, Fulton County, Georgia",2013,GA,0.731,0.007,0.78,0.189,0.700485699,5.09,27.69,30455,1728,1356,113,n/a
13121010800,"Census Tract 108, Fulton County, Georgia",2013,GA,0.622,0.012,0.267,0.343,0.384615385,2.02,14.97,36435,1778.64,791.65,880.71,n/a
13121011000,"Census Tract 110, Fulton County, Georgia",2013,GA,0.69,0,0.679,0.263,0.472409152,2.3,40.72,22411,1528.5,455.25,199.34,n/a
13121011100,"Census Tract 111, Fulton County, Georgia",2013,GA,0.434,0.069,0.472,0.049,0.124082232,3.03,5.18,45515,1008,504,1263,n/a
13121011201,"Census Tract 112.01, Fulton County, Georgia",2013,GA,0.575,0.003,0.685,0.149,0.387543253,4.35,24.74,36957,1778.64,791.65,880.71,n/a
13121011202,"Census Tract 112.02, Fulton County, Georgia",2013,GA,0.548,0,0.597,0.202,0.314862543,3.78,35.19,34957,1140,888,74,n/a
13121011301,"Census Tract 113.01, Fulton County, Georgia",2013,GA,0.262,0.016,0.755,0.106,0.04729064,3.88,18.27,41402,1008,1158.11,726.4,n/a
13121011303,"Census Tract 113.03, Fulton County, Georgia",2013,GA,0.583,0,0.764,0.181,0.447675928,4.17,18.22,45283,1008,504,1263,n/a
13121011305,"Census Tract 113.05, Fulton County, Georgia",2013,GA,0.762,0,0.951,0.013,0.826039387,5.61,34.04,26944,2520,1644,958,n/a
13121011306,"Census Tract 113.06, Fulton County, Georgia",2013,GA,0.587,0.008,0.951,0.002,0.62295082,6.26,12.76,30701,1728,1356,113,n/a
13121011405,"Census Tract 114.05, Fulton County, Georgia",2013,GA,0.559,0.074,0.194,0.249,0.504527006,1.66,11.51,53134,1531.14,1005.43,284.74,n/a
13121011410,"Census Tract 114.10, Fulton County, Georgia",2013,GA,0.231,0.109,0.1,0.07,0.201698514,0.46,0.76,91774,1042.33,676.94,303.08,n/a
13121011411,"Census Tract 114.11, Fulton County, Georgia",2013,GA,0.241,0.025,0.099,0.054,0.292967518,0.92,5.67,76279,1197.21,1543.81,309.22,n/a
13121011412,"Census Tract 114.12, Fulton County, Georgia",2013,GA,0.316,0.052,0.094,0.114,0.313269494,0.57,2.61,76442,1197.21,1543.81,309.22,n/a
13121011414,"Census Tract 114.14, Fulton County, Georgia",2013,GA,0.481,0.048,0.223,0.094,0.450887574,1.15,1.44,63991,1582.18,1395.11,817.54,n/a
13121011416,"Census Tract 114.16, Fulton County, Georgia",2013,GA,0.077,0.049,0.013,0.042,0.042924528,0,2.74,99355,2867.43,1074.43,870.86,n/a
13121011417,"Census Tract 114.17, Fulton County, Georgia",2013,GA,0.263,0.032,0.024,0.047,0.222274882,0.59,3.76,87083,2351.66,834.46,515.98,n/a
13121011418,"Census Tract 114.18, Fulton County, Georgia",2013,GA,0.079,0.012,0.033,0,0.012098456,0,0.99,103926,2016.71,948.91,670.28,n/a
13121011419,"Census Tract 114.19, Fulton County, Georgia",2013,GA,0.159,0.036,0.076,0.02,0.101915709,0.9,3.88,81942,2351.66,834.46,515.98,n/a
13121011420,"Census Tract 114.20, Fulton County, Georgia",2013,GA,0.801,0.015,0.181,0.656,0.752384586,2.05,37.9,31662,748.47,1031.44,228.47,n/a
13121011421,"Census Tract 114.21, Fulton County, Georgia",2013,GA,0.68,0.037,0.264,0.312,0.636258661,1.42,17.96,48117,1694.86,1166.86,555.95,n/a
13121011422,"Census Tract 114.22, Fulton County, Georgia",2013,GA,0.465,0.016,0.193,0.059,0.411359725,0.91,11.41,70875,1083.82,877.42,623.93,n/a
13121011423,"Census Tract 114.23, Fulton County, Georgia",2013,GA,0.208,0.049,0.05,0.012,0.15578635,0.72,2.44,104333,2016.71,948.91,670.28,n/a
13121011424,"Census Tract 114.24, Fulton County, Georgia",2013,GA,0.166,0.107,0.165,0.049,0.099909991,0.75,1.5,96487,2037.51,1039.07,648.32,n/a
13121011425,"Census Tract 114.25, Fulton County, Georgia",2013,GA,0.154,0.181,0.048,0.024,0.094897046,0.23,0,176818,1955.63,1210.46,656.45,n/a
13121011426,"Census Tract 114.26, Fulton County, Georgia",2013,GA,0.026,0.033,0.045,0.17,0,2.07,8,99196,2037.51,1039.07,648.32,n/a
13121011427,"Census Tract 114.27, Fulton County, Georgia",2013,GA,0.068,0.099,0.056,0.067,0.004045853,0.76,0,108881,1700.29,1601.17,674.1,n/a
13121011503,"Census Tract 115.03, Fulton County, Georgia",2013,GA,0.086,0.049,0.032,0.039,0.009778357,1.26,4,123068,1971.73,821.49,521.91,n/a
13121011504,"Census Tract 115.04, Fulton County, Georgia",2013,GA,0.063,0.029,0.126,0.04,0.002759659,0.76,0.43,160431,2808.82,1402.74,664.5,n/a
13121011505,"Census Tract 115.05, Fulton County, Georgia",2013,GA,0.079,0.047,0.088,0.022,0.006920415,0,1.44,155096,2808.82,1402.74,664.5,n/a
13121011506,"Census Tract 115.06, Fulton County, Georgia",2013,GA,0.044,0.023,0.078,0.019,0,0,2.32,152898,2808.82,1402.74,664.5,n/a
13121011610,"Census Tract 116.10, Fulton County, Georgia",2013,GA,0.29,0.124,0.107,0.016,0.203235592,0.35,9.85,81992,2351.66,834.46,515.98,n/a
13121011611,"Census Tract 116.11, Fulton County, Georgia",2013,GA,0.597,0.064,0.111,0.261,0.558445729,0.83,11.76,54842,1531.14,1005.43,284.74,n/a
13121011612,"Census Tract 116.12, Fulton County, Georgia",2013,GA,0.032,0.092,0.058,0.007,0,2.96,1.31,134375,2003.58,1963.93,600.7,n/a
13121011613,"Census Tract 116.13, Fulton County, Georgia",2013,GA,0.26,0.143,0.131,0.151,0.178230703,1.02,5.91,91461,2846.08,942.99,460.42,n/a
13121011614,"Census Tract 116.14, Fulton County, Georgia",2013,GA,0.476,0.188,0.187,0.06,0.355839701,0.77,6.66,73697,1865.47,637.89,176.91,n/a
13121011615,"Census Tract 116.15, Fulton County, Georgia",2013,GA,0.198,0.076,0.071,0.065,0.03783624,0,1.36,135471,2353.83,997.53,330.88,n/a
13121011616,"Census Tract 116.16, Fulton County, Georgia",2013,GA,0.628,0.134,0.214,0.17,0.53102518,0.76,3.08,61719,1041.21,1232.38,261.01,n/a
13121011617,"Census Tract 116.17, Fulton County, Georgia",2013,GA,0.177,0.045,0.042,0.017,0.190609671,0.55,2.19,104867,2170.31,2438.07,643.61,n/a
13121011618,"Census Tract 116.18, Fulton County, Georgia",2013,GA,0.334,0.216,0.035,0.05,0.225918226,0.36,5.83,97763,2037.51,1039.07,648.32,n/a
13121011619,"Census Tract 116.19, Fulton County, Georgia",2013,GA,0.68,0.348,0.069,0.112,0.636149445,0.27,3.91,79688,1504.62,820.51,341.28,n/a
13121011620,"Census Tract 116.20, Fulton County, Georgia",2013,GA,0.083,0.208,0.049,0.075,0.059754522,1.02,4.06,96875,2037.51,1039.07,648.32,n/a
13121011621,"Census Tract 116.21, Fulton County, Georgia",2013,GA,0.324,0.156,0.089,0.06,0.281196581,0.14,5.44,122568,1349.11,745.78,592.46,n/a
13121011622,"Census Tract 116.22, Fulton County, Georgia",2013,GA,0.046,0.417,0.049,0.045,0.02544961,0.79,3.38,130294,2226.07,1951.65,690.85,n/a
13121011623,"Census Tract 116.23, Fulton County, Georgia",2013,GA,0.283,0.337,0.105,0.024,0.21060276,0.64,6.88,94300,2037.51,1039.07,648.32,n/a
13121011624,"Census Tract 116.24, Fulton County, Georgia",2013,GA,0.053,0.157,0.09,0.013,0,0,0.98,157991,1728.31,1277.77,674.71,n/a
13121011625,"Census Tract 116.25, Fulton County, Georgia",2013,GA,0.361,0.258,0.142,0.068,0.203402647,0.29,5.81,115974,1723.91,1823.64,641.72,n/a
13121011626,"Census Tract 116.26, Fulton County, Georgia",2013,GA,0.39,0.281,0.238,0.105,0.270645385,0.35,8.13,85551,1439.16,1647.48,691.52,n/a
13121011800,"Census Tract 118, Fulton County, Georgia",2013,GA,0.954,0.016,0.764,0.051,0.816158684,2.1,51.26,13056,1132.14,947.17,234.34,n/a
13121011900,"Census Tract 119, Fulton County, Georgia",2013,GA,0.863,0.07,0.539,0.037,0.942462601,0.55,40.64,23791,1644,2148,665.78,n/a
13121012000,"Census Tract 120, Fulton County, Georgia",2013,GA,0.68,0.047,0.843,0.063,0.629169392,1.34,50.65,12475,1521.69,997.16,636.69,n/a
13121012300,"Census Tract 123, Fulton County, Georgia",2013,GA,0.622,0.05,0.459,0.133,0.410344828,2.39,10.02,43936,1896,1260,863,n/a
8031000102,"Census Tract 1.02, Denver County, Colorado",2014,CO,0.317,0,0.01,0.273,0.180505415,0.96,4.77,70244,735.92,583.1,207.59,n/a
8031000201,"Census Tract 2.01, Denver County, Colorado",2014,CO,0.229,0.008,0.008,0.596,0.075435203,2.86,9.02,50750,931.15,321.23,174.62,n/a
8031000202,"Census Tract 2.02, Denver County, Colorado",2014,CO,0.386,0.016,0.014,0.595,0.189173111,2.65,22.2,53578,1096.19,583.66,444.98,n/a
8031000301,"Census Tract 3.01, Denver County, Colorado",2014,CO,0.35,0.028,0.006,0.318,0.181185944,0.71,3.58,57269,1024.86,1105.95,965.41,n/a
8031000302,"Census Tract 3.02, Denver County, Colorado",2014,CO,0.295,0.002,0.073,0.13,0.171600602,0.37,6.22,84846,2629.62,2060.08,274.69,n/a
8031000303,"Census Tract 3.03, Denver County, Colorado",2014,CO,0.445,0.013,0,0.181,0.29394572,0.42,2.88,76732,1206.97,466.26,459.26,n/a
8031000401,"Census Tract 4.01, Denver County, Colorado",2014,CO,0.441,0.013,0.027,0.369,0.234185734,1.39,7.79,53438,1096.19,583.66,444.98,n/a
8031000402,"Census Tract 4.02, Denver County, Colorado",2014,CO,0.447,0.012,0.026,0.231,0.51272846,1.82,11.43,61696,704.57,651.43,301.86,n/a
8031000501,"Census Tract 5.01, Denver County, Colorado",2014,CO,0.286,0.006,0.006,0.168,0.142430279,1.02,2.42,84643,2629.62,2060.08,274.69,n/a
8031000502,"Census Tract 5.02, Denver County, Colorado",2014,CO,0.461,0.021,0.115,0.307,0.377196128,1.61,19.91,48542,-9999,-9999,-9999,n/a
8031000600,"Census Tract 6, Denver County, Colorado",2014,CO,0.679,0,0.046,0.521,0.680744452,1.5,24.22,45026,-9999,-9999,-9999,n/a
8031000701,"Census Tract 7.01, Denver County, Colorado",2014,CO,0.747,0.005,0.047,0.527,0.601441813,2.95,21.04,23750,1703.35,908.13,460.83,n/a
8031000702,"Census Tract 7.02, Denver County, Colorado",2014,CO,0.738,0.012,0.101,0.52,0.610113422,4.66,44.98,27847,-9999,-9999,-9999,n/a
8031000800,"Census Tract 8, Denver County, Colorado",2014,CO,0.97,0.098,0.203,0.494,0.816367265,7,81.14,9363,815.73,506.93,222.02,n/a
8031000902,"Census Tract 9.02, Denver County, Colorado",2014,CO,0.318,0.027,0.02,0.687,0.04743519,1.62,21.71,48400,1116,996,311,n/a
8031000903,"Census Tract 9.03, Denver County, Colorado",2014,CO,0.411,0.003,0.015,0.803,0.090358405,1.74,31.07,39173,1344.49,1279.84,807.29,n/a
8031000904,"Census Tract 9.04, Denver County, Colorado",2014,CO,0.743,0.011,0.012,0.74,0.54245283,2.32,30.65,27376,-9999,-9999,-9999,n/a
8031000905,"Census Tract 9.05, Denver County, Colorado",2014,CO,0.516,0,0.014,0.744,0.06511254,2.04,19.69,34732,1116,996,52,n/a
8031001000,"Census Tract 10, Denver County, Colorado",2014,CO,0.554,0.045,0.042,0.75,0.200629426,1.58,33.79,26810,513.43,354.86,92.14,n/a
8031001101,"Census Tract 11.01, Denver County, Colorado",2014,CO,0.469,0,0.053,0.631,0.247804878,1.82,22.87,37430,372,120,10,n/a
8031001102,"Census Tract 11.02, Denver County, Colorado",2014,CO,0.562,0.027,0.069,0.321,0.466826061,0.55,14.17,65417,1018.55,579.33,308.3,n/a
8031001301,"Census Tract 13.01, Denver County, Colorado",2014,CO,0.408,0.063,0.008,0.748,0.195639007,1.67,15.76,43173,899.08,852.92,1091.15,n/a
8031001302,"Census Tract 13.02, Denver County, Colorado",2014,CO,0.38,0,0.01,0.69,0.07856094,0.79,15.63,40739,-9999,-9999,-9999,n/a
8031001401,"Census Tract 14.01, Denver County, Colorado",2014,CO,0.497,0.068,0.011,0.733,0.355701549,3.2,15.42,32511,-9999,-9999,-9999,n/a
8031001402,"Census Tract 14.02, Denver County, Colorado",2014,CO,0.464,0.038,0.07,0.605,0.229452055,2.34,26,31449,-9999,-9999,-9999,n/a
8031001403,"Census Tract 14.03, Denver County, Colorado",2014,CO,0.713,0.019,0.098,0.272,0.506493506,0.88,16.52,51063,1256.08,1144,700.36,n/a
8031001500,"Census Tract 15, Denver County, Colorado",2014,CO,0.593,0,0.035,0.675,0.246166951,2.74,25.3,26731,-9999,-9999,-9999,n/a
8031001600,"Census Tract 16, Denver County, Colorado",2014,CO,0.751,0.01,0.102,0.198,0.841664832,2.13,15.6,61333,1093.24,405.1,236.52,n/a
8031001701,"Census Tract 17.01, Denver County, Colorado",2014,CO,0.645,0.065,0.014,0.089,0.934844931,1.36,17.51,83654,2629.62,2060.08,274.69,n/a
8031001702,"Census Tract 17.02, Denver County, Colorado",2014,CO,0.661,0.035,0.088,0.097,0.990493714,2.75,4.8,53707,1096.19,583.66,444.98,n/a
8031001800,"Census Tract 18, Denver County, Colorado",2014,CO,0.756,0.024,0.031,0.357,0.747027027,1.21,12.87,38527,996,492,104,n/a
8031001901,"Census Tract 19.01, Denver County, Colorado",2014,CO,0.803,0.042,0.179,0.445,0.548113208,2.41,40.79,16011,1488,492,1242,n/a
8031001902,"Census Tract 19.02, Denver County, Colorado",2014,CO,0.755,0.193,0.035,0.144,0.5,0,0,82813,2629.62,2060.08,274.69,n/a
8031002000,"Census Tract 20, Denver County, Colorado",2014,CO,0.755,0.021,0.055,0.063,0.989339019,1.95,0,68459,735.92,583.1,207.59,n/a
8031002100,"Census Tract 21, Denver County, Colorado",2014,CO,0.638,0.02,0.026,0.38,0.510181818,1.94,17.66,41595,-9999,-9999,-9999,n/a
8031002300,"Census Tract 23, Denver County, Colorado",2014,CO,0.397,0,0.272,0.229,0.202277904,3.36,20.37,59182,2006.95,1412.12,893.82,n/a
8031002402,"Census Tract 24.02, Denver County, Colorado",2014,CO,0.599,0.012,0.223,0.145,0.442641947,1.31,20.84,60250,1093.24,405.1,236.52,n/a
8031002403,"Census Tract 24.03, Denver County, Colorado",2014,CO,0.653,0.017,0.172,0.203,0.638086643,2.82,20.22,34583,904.42,534.57,344.73,n/a
8031002601,"Census Tract 26.01, Denver County, Colorado",2014,CO,0.935,0.044,0.066,0.078,0.980570484,2.25,26.88,41845,930,618,383,n/a
8031002602,"Census Tract 26.02, Denver County, Colorado",2014,CO,0.769,0.017,0.048,0.085,0.923782235,2.1,11.44,55181,2233.19,1353.76,629.84,n/a
8031002701,"Census Tract 27.01, Denver County, Colorado",2014,CO,0.897,0.036,0.032,0.173,0.975935829,1.43,3.36,35309,1121.02,881.51,407.53,n/a
8031002702,"Census Tract 27.02, Denver County, Colorado",2014,CO,0.636,0.036,0.023,0.063,0.90504451,1.14,0,47274,-9999,-9999,-9999,n/a
8031002703,"Census Tract 27.03, Denver County, Colorado",2014,CO,0.802,0.013,0.026,0.1,0.927434583,1.78,12.57,37620,1248,744,621,n/a
8031002801,"Census Tract 28.01, Denver County, Colorado",2014,CO,0.593,0.033,0.008,0.107,0.545134818,0.31,3.76,64555,1351.84,864.94,469.07,n/a
8031002802,"Census Tract 28.02, Denver County, Colorado",2014,CO,0.753,0.016,0.012,0.148,0.734956051,0.95,8.67,46623,-9999,-9999,-9999,n/a
8031002803,"Census Tract 28.03, Denver County, Colorado",2014,CO,0.796,0.013,0.019,0.038,0.847662142,1.01,5.91,51297,372,624,135,n/a
8031002901,"Census Tract 29.01, Denver County, Colorado",2014,CO,0.461,0.01,0.02,0.064,0.373342175,2.38,7.31,56208,1116,750,83,n/a
8031002902,"Census Tract 29.02, Denver County, Colorado",2014,CO,0.339,0.02,0.01,0.073,0.102090423,0.28,3.44,99643,1298.32,408,266.39,n/a
8031003001,"Census Tract 30.01, Denver County, Colorado",2014,CO,0.332,0.03,0.014,0.048,0.185006878,0.28,3.73,80081,931.5,1090.5,161.62,n/a
8031003002,"Census Tract 30.02, Denver County, Colorado",2014,CO,0.519,0.021,0.017,0.071,0.297903109,1.25,0.99,65000,1351.84,864.94,469.07,n/a
8031003003,"Census Tract 30.03, Denver County, Colorado",2014,CO,0.613,0.063,0.009,0.091,0.386097152,0.26,3.86,37470,744,372,621,n/a
8031003004,"Census Tract 30.04, Denver County, Colorado",2014,CO,0.555,0.097,0.041,0.07,0.363914373,0.46,7.07,48250,-9999,-9999,-9999,n/a
8031003101,"Census Tract 31.01, Denver County, Colorado",2014,CO,0.34,0.02,0.217,0.096,0.457627119,2.06,11.42,60114,1093.24,405.1,236.52,n/a
8031003102,"Census Tract 31.02, Denver County, Colorado",2014,CO,0.81,0.025,0.159,0.164,0.835580913,1.9,26.14,27572,996,996,393,n/a
8031003201,"Census Tract 32.01, Denver County, Colorado",2014,CO,0.645,0.041,0.038,0.076,0.85639181,1.01,6.38,51686,372,624,135,n/a
8031003202,"Census Tract 32.02, Denver County, Colorado",2014,CO,0.681,0.029,0.049,0.061,0.850302185,0.4,11.84,48553,-9999,-9999,-9999,n/a
8031003203,"Census Tract 32.03, Denver County, Colorado",2014,CO,0.188,0.018,0,0.026,0.081896552,0,0,129706,3005.54,1287.69,1007.62,n/a
8031003300,"Census Tract 33, Denver County, Colorado",2014,CO,0.262,0.033,0.011,0.042,0.17329737,1.02,3.83,109730,1155.32,1129.82,351.7,n/a
8031003401,"Census Tract 34.01, Denver County, Colorado",2014,CO,0.284,0.018,0.009,0.016,0.45320197,0,1.57,80313,931.5,1090.5,161.62,n/a
8031003402,"Census Tract 34.02, Denver County, Colorado",2014,CO,0.237,0.037,0.002,0.083,0.055422838,0,3.42,108627,1155.32,1129.82,351.7,n/a
8031003500,"Census Tract 35, Denver County, Colorado",2014,CO,0.573,0,0.057,0.81,0.12249208,2.2,27.16,33972,904.42,534.57,344.73,n/a
8031003601,"Census Tract 36.01, Denver County, Colorado",2014,CO,0.486,0.005,0.129,0.578,0.285714286,2.27,24.21,38012,1620,996,1242,n/a
8031003602,"Census Tract 36.02, Denver County, Colorado",2014,CO,0.413,0.006,0.274,0.446,0.1366687,2.26,23.13,40417,798.84,632.76,226.83,n/a
8031003603,"Census Tract 36.03, Denver County, Colorado",2014,CO,0.318,0,0.384,0.149,0.110279101,2.72,6.65,61375,1093.24,405.1,236.52,n/a
8031003701,"Census Tract 37.01, Denver County, Colorado",2014,CO,0.543,0.032,0.05,0.122,0.790697674,0.59,2.27,60500,1093.24,405.1,236.52,n/a
8031003702,"Census Tract 37.02, Denver County, Colorado",2014,CO,0.658,0.008,0.069,0.088,0.717592593,1.3,0,39901,-9999,-9999,-9999,n/a
8031003703,"Census Tract 37.03, Denver County, Colorado",2014,CO,0.567,0.018,0.074,0.084,0.51048951,1.42,2.36,57439,1116,750,83,n/a
8031003800,"Census Tract 38, Denver County, Colorado",2014,CO,0.548,0.037,0.004,0.048,0.601023018,0.65,3.37,89840,966.57,923.57,151.99,n/a
8031003901,"Census Tract 39.01, Denver County, Colorado",2014,CO,0.208,0.008,0.007,0.037,0.358615004,5.57,0,126083,3005.54,1287.69,1007.62,n/a
8031003902,"Census Tract 39.02, Denver County, Colorado",2014,CO,0.294,0.015,0.01,0.074,0.047008547,0.68,5.28,93482,966.57,923.57,151.99,n/a
8031004002,"Census Tract 40.02, Denver County, Colorado",2014,CO,0.131,0.009,0.008,0.032,0.00565371,0.55,3.81,102981,532.24,391.16,304.07,n/a
8031004003,"Census Tract 40.03, Denver County, Colorado",2014,CO,0.287,0.009,0.088,0.043,0.061460957,0.48,3.29,70987,913.2,783,205.82,n/a
8031004004,"Census Tract 40.04, Denver County, Colorado",2014,CO,0.087,0.03,0.03,0.012,0.219567691,0.75,0,78900,1835.84,881.59,452.51,n/a
8031004005,"Census Tract 40.05, Denver County, Colorado",2014,CO,0.746,0.096,0.028,0.068,0.683352081,0.55,10.12,37096,744,372,621,n/a
8031004006,"Census Tract 40.06, Denver County, Colorado",2014,CO,0.533,0.069,0.015,0.052,0.417727273,1.21,2.34,59275,846.86,601.22,439.59,n/a
8031004101,"Census Tract 41.01, Denver County, Colorado",2014,CO,0.651,0.014,0.383,0.306,0.420926037,4.01,28.37,33802,904.42,534.57,344.73,n/a
8031004102,"Census Tract 41.02, Denver County, Colorado",2014,CO,0.44,0.021,0.528,0.234,0.199226306,2.49,21.8,42901,1161.39,2240.87,81.39,n/a
8031004103,"Census Tract 41.03, Denver County, Colorado",2014,CO,0.175,0.004,0.275,0.084,0.010869565,0.95,4.17,86125,1419.33,868.39,281.88,n/a
8031004104,"Census Tract 41.04, Denver County, Colorado",2014,CO,0.222,0.01,0.386,0.155,0.019280875,0.82,13.91,60710,1093.24,405.1,236.52,n/a
8031004106,"Census Tract 41.06, Denver County, Colorado",2014,CO,0.179,0.025,0.095,0.134,0.083387201,1.73,1.65,135967,992,1572,890,n/a
8031004107,"Census Tract 41.07, Denver County, Colorado",2014,CO,0.385,0.054,0.108,0.08,0.452870608,1.18,3.68,96902,1248,1248,83,n/a
8031004201,"Census Tract 42.01, Denver County, Colorado",2014,CO,0.248,0.022,0.054,0.132,0.218888342,0.62,3.74,90023,2185.04,1159.43,390.24,n/a
8031004202,"Census Tract 42.02, Denver County, Colorado",2014,CO,0.106,0.027,0.091,0.096,0.02542874,1.9,0.9,120144,1032.23,453.02,851.03,n/a
8031004301,"Census Tract 43.01, Denver County, Colorado",2014,CO,0.652,0.078,0.094,0.113,0.645934564,2.47,9.09,45274,744,582.49,139.74,n/a
8031004302,"Census Tract 43.02, Denver County, Colorado",2014,CO,0.358,0.03,0.045,0.091,0.103750998,0.52,2.1,83902,1236.2,623.09,207.38,n/a
